2016-Jul-07 00:11:17,EnergyPlus Completed Successfully-- 24 Warning; 1 Severe Errors; Elapsed Time=00hr 00min  4.98sec,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.idf,C:\EnergyPlusV8-1-0\WeatherData\KOR_Inchon.471120_IWEC.epw,C:\Users\LMH\Desktop\python optimization\Munlaeelementary,,,,,,,,C:\Users\LMH\Desktop\python optimization\MunlaeelementaryTable.tab,,C:\Users\LMH\Desktop\python optimization\MunlaeelementaryTable.html,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eio,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.svg,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.dxf,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mtd,,,,,,,,,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.shd,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.audit,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.bnd,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eso,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rvaudit,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.err,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.csv,
2016-Jul-07 00:12:11,EnergyPlus Completed Successfully-- 24 Warning; 1 Severe Errors; Elapsed Time=00hr 00min  5.06sec,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.idf,C:\EnergyPlusV8-1-0\WeatherData\KOR_Inchon.471120_IWEC.epw,C:\Users\LMH\Desktop\python optimization\Munlaeelementary,,,,,,,,C:\Users\LMH\Desktop\python optimization\MunlaeelementaryTable.tab,,C:\Users\LMH\Desktop\python optimization\MunlaeelementaryTable.html,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eio,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.svg,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.dxf,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mtd,,,,,,,,,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.shd,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.audit,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.bnd,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eso,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rvaudit,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.err,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.csv,
2016-Jul-07 00:22:44,EnergyPlus Completed Successfully-- 24 Warning; 1 Severe Errors; Elapsed Time=00hr 00min  4.96sec,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.idf,C:\EnergyPlusV8-1-0\WeatherData\KOR_Inchon.471120_IWEC.epw,C:\Users\LMH\Desktop\python optimization\Munlaeelementary,,,,,,,,C:\Users\LMH\Desktop\python optimization\MunlaeelementaryTable.tab,,C:\Users\LMH\Desktop\python optimization\MunlaeelementaryTable.html,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eio,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.svg,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.dxf,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mtd,,,,,,,,,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.shd,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.audit,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.bnd,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eso,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rvaudit,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.err,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.csv,
2016-Jul-07 00:23:33,EnergyPlus Completed Successfully-- 25 Warning; 1 Severe Errors; Elapsed Time=00hr 00min  4.95sec,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.idf,C:\EnergyPlusV8-1-0\WeatherData\KOR_Inchon.471120_IWEC.epw,C:\Users\LMH\Desktop\python optimization\Munlaeelementary,,,,,,,,C:\Users\LMH\Desktop\python optimization\MunlaeelementaryTable.tab,,C:\Users\LMH\Desktop\python optimization\MunlaeelementaryTable.html,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eio,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.svg,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.dxf,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mtd,,,,,,,,,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.shd,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.audit,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.bnd,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eso,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rvaudit,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.err,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.csv,
2016-Jul-07 00:23:54,EnergyPlus Completed Successfully-- 24 Warning; 1 Severe Errors; Elapsed Time=00hr 00min  4.90sec,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.idf,C:\EnergyPlusV8-1-0\WeatherData\KOR_Inchon.471120_IWEC.epw,C:\Users\LMH\Desktop\python optimization\Munlaeelementary,,,,,,,,C:\Users\LMH\Desktop\python optimization\MunlaeelementaryTable.tab,,C:\Users\LMH\Desktop\python optimization\MunlaeelementaryTable.html,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eio,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.svg,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.dxf,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mtd,,,,,,,,,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.shd,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.audit,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.bnd,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eso,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rvaudit,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.err,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.csv,
2016-Jul-07 00:42:10,EnergyPlus Completed Successfully-- 24 Warning; 1 Severe Errors; Elapsed Time=00hr 00min  5.00sec,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.idf,C:\EnergyPlusV8-1-0\WeatherData\KOR_Inchon.471120_IWEC.epw,C:\Users\LMH\Desktop\python optimization\Munlaeelementary,,,,,,,,C:\Users\LMH\Desktop\python optimization\MunlaeelementaryTable.tab,,C:\Users\LMH\Desktop\python optimization\MunlaeelementaryTable.html,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eio,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.svg,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.dxf,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mtd,,,,,,,,,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.shd,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.audit,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.bnd,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eso,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rvaudit,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.err,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.csv,
2016-Jul-07 00:44:40,EnergyPlus Completed Successfully-- 24 Warning; 1 Severe Errors; Elapsed Time=00hr 00min  4.99sec,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.idf,C:\EnergyPlusV8-1-0\WeatherData\KOR_Inchon.471120_IWEC.epw,C:\Users\LMH\Desktop\python optimization\Munlaeelementary,,,,,,,,C:\Users\LMH\Desktop\python optimization\MunlaeelementaryTable.tab,,C:\Users\LMH\Desktop\python optimization\MunlaeelementaryTable.html,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eio,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.svg,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.dxf,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mtd,,,,,,,,,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.shd,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.audit,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.bnd,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eso,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rvaudit,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.err,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.csv,
2016-Jul-07 01:00:36,EnergyPlus Completed Successfully-- 24 Warning; 1 Severe Errors; Elapsed Time=00hr 00min  5.71sec,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.idf,C:\EnergyPlusV8-1-0\WeatherData\KOR_Inchon.471120_IWEC.epw,C:\Users\LMH\Desktop\python optimization\Munlaeelementary,,,,,,,,C:\Users\LMH\Desktop\python optimization\MunlaeelementaryTable.tab,,C:\Users\LMH\Desktop\python optimization\MunlaeelementaryTable.html,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eio,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.svg,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.dxf,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mtd,,,,,,,,,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.shd,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.audit,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.bnd,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eso,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rvaudit,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.err,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.csv,
2016-Jul-07 01:03:12,EnergyPlus Completed Successfully-- 24 Warning; 1 Severe Errors; Elapsed Time=00hr 00min  5.02sec,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.idf,C:\EnergyPlusV8-1-0\WeatherData\KOR_Inchon.471120_IWEC.epw,C:\Users\LMH\Desktop\python optimization\Munlaeelementary,,,,,,,,C:\Users\LMH\Desktop\python optimization\MunlaeelementaryTable.tab,,C:\Users\LMH\Desktop\python optimization\MunlaeelementaryTable.html,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eio,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.svg,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.dxf,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mtd,,,,,,,,,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.shd,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.audit,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.bnd,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eso,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rvaudit,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.err,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.csv,
2016-Jul-07 01:05:57,EnergyPlus Completed Successfully-- 25 Warning; 1 Severe Errors; Elapsed Time=00hr 00min  5.12sec,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.idf,C:\EnergyPlusV8-1-0\WeatherData\KOR_Inchon.471120_IWEC.epw,C:\Users\LMH\Desktop\python optimization\Munlaeelementary,,,,,,,,C:\Users\LMH\Desktop\python optimization\MunlaeelementaryTable.tab,,C:\Users\LMH\Desktop\python optimization\MunlaeelementaryTable.html,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eio,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.svg,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.dxf,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mtd,,,,,,,,,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.shd,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.audit,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.bnd,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eso,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rvaudit,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.err,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.csv,
2016-Jul-07 01:07:06,EnergyPlus Completed Successfully-- 24 Warning; 1 Severe Errors; Elapsed Time=00hr 00min  5.21sec,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.idf,C:\EnergyPlusV8-1-0\WeatherData\KOR_Inchon.471120_IWEC.epw,C:\Users\LMH\Desktop\python optimization\Munlaeelementary,,,,,,,,C:\Users\LMH\Desktop\python optimization\MunlaeelementaryTable.tab,,C:\Users\LMH\Desktop\python optimization\MunlaeelementaryTable.html,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eio,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.svg,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.dxf,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mtd,,,,,,,,,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.shd,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.audit,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.bnd,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eso,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rvaudit,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.err,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.csv,
2016-Jul-07 01:07:54,EnergyPlus Completed Successfully-- 24 Warning; 1 Severe Errors; Elapsed Time=00hr 00min  5.00sec,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.idf,C:\EnergyPlusV8-1-0\WeatherData\KOR_Inchon.471120_IWEC.epw,C:\Users\LMH\Desktop\python optimization\Munlaeelementary,,,,,,,,C:\Users\LMH\Desktop\python optimization\MunlaeelementaryTable.tab,,C:\Users\LMH\Desktop\python optimization\MunlaeelementaryTable.html,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eio,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.svg,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.dxf,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mtd,,,,,,,,,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.shd,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.audit,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.bnd,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eso,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rvaudit,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.err,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.csv,
2016-Jul-07 01:19:56,EnergyPlus Completed Successfully-- 24 Warning; 1 Severe Errors; Elapsed Time=00hr 00min  5.23sec,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.idf,C:\EnergyPlusV8-1-0\WeatherData\KOR_Inchon.471120_IWEC.epw,C:\Users\LMH\Desktop\python optimization\Munlaeelementary,,,,,,,,C:\Users\LMH\Desktop\python optimization\MunlaeelementaryTable.tab,,C:\Users\LMH\Desktop\python optimization\MunlaeelementaryTable.html,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eio,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.svg,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.dxf,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mtd,,,,,,,,,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.shd,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.audit,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.bnd,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eso,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rvaudit,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.err,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.csv,
2016-Jul-07 01:21:51,EnergyPlus Completed Successfully-- 24 Warning; 1 Severe Errors; Elapsed Time=00hr 00min  5.26sec,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.idf,C:\EnergyPlusV8-1-0\WeatherData\KOR_Inchon.471120_IWEC.epw,C:\Users\LMH\Desktop\python optimization\Munlaeelementary,,,,,,,,C:\Users\LMH\Desktop\python optimization\MunlaeelementaryTable.tab,,C:\Users\LMH\Desktop\python optimization\MunlaeelementaryTable.html,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eio,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.svg,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.dxf,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mtd,,,,,,,,,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.shd,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.audit,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.bnd,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eso,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rvaudit,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.err,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.csv,
2016-Jul-07 01:22:36,EnergyPlus Completed Successfully-- 24 Warning; 1 Severe Errors; Elapsed Time=00hr 00min  5.37sec,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.idf,C:\EnergyPlusV8-1-0\WeatherData\KOR_Inchon.471120_IWEC.epw,C:\Users\LMH\Desktop\python optimization\Munlaeelementary,,,,,,,,C:\Users\LMH\Desktop\python optimization\MunlaeelementaryTable.tab,,C:\Users\LMH\Desktop\python optimization\MunlaeelementaryTable.html,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eio,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.svg,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.dxf,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mtd,,,,,,,,,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.shd,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.audit,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.bnd,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eso,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rvaudit,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.err,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.csv,
2016-Jul-07 01:31:56,EnergyPlus Completed Successfully-- 25 Warning; 1 Severe Errors; Elapsed Time=00hr 00min  5.36sec,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.idf,C:\EnergyPlusV8-1-0\WeatherData\KOR_Inchon.471120_IWEC.epw,C:\Users\LMH\Desktop\python optimization\Munlaeelementary,,,,,,,,C:\Users\LMH\Desktop\python optimization\MunlaeelementaryTable.tab,,C:\Users\LMH\Desktop\python optimization\MunlaeelementaryTable.html,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eio,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.svg,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.dxf,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mtd,,,,,,,,,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.shd,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.audit,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.bnd,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eso,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rvaudit,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.err,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.csv,
2016-Jul-07 01:33:41,EnergyPlus Completed Successfully-- 24 Warning; 1 Severe Errors; Elapsed Time=00hr 00min  5.35sec,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.idf,C:\EnergyPlusV8-1-0\WeatherData\KOR_Inchon.471120_IWEC.epw,C:\Users\LMH\Desktop\python optimization\Munlaeelementary,,,,,,,,C:\Users\LMH\Desktop\python optimization\MunlaeelementaryTable.tab,,C:\Users\LMH\Desktop\python optimization\MunlaeelementaryTable.html,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eio,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.svg,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.dxf,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mtd,,,,,,,,,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.shd,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.audit,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.bnd,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eso,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rvaudit,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.err,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.csv,
2016-Jul-07 01:41:44,EnergyPlus Completed Successfully-- 24 Warning; 1 Severe Errors; Elapsed Time=00hr 00min  5.25sec,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.idf,C:\EnergyPlusV8-1-0\WeatherData\KOR_Inchon.471120_IWEC.epw,C:\Users\LMH\Desktop\python optimization\Munlaeelementary,,,,,,,,C:\Users\LMH\Desktop\python optimization\MunlaeelementaryTable.tab,,C:\Users\LMH\Desktop\python optimization\MunlaeelementaryTable.html,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eio,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.svg,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.dxf,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mtd,,,,,,,,,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.shd,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.audit,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.bnd,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eso,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rvaudit,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.err,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.csv,
2016-Jul-07 01:54:07,EnergyPlus Completed Successfully-- 24 Warning; 1 Severe Errors; Elapsed Time=00hr 00min  4.99sec,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.idf,C:\EnergyPlusV8-1-0\WeatherData\KOR_Inchon.471120_IWEC.epw,C:\Users\LMH\Desktop\python optimization\Munlaeelementary,,,,,,,,C:\Users\LMH\Desktop\python optimization\MunlaeelementaryTable.tab,,C:\Users\LMH\Desktop\python optimization\MunlaeelementaryTable.html,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eio,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.svg,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.dxf,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mtd,,,,,,,,,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.shd,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.audit,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.bnd,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eso,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rvaudit,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.err,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.csv,
